index,fuel_type,seats,mileage,ownership,transmission,fuel_economy,engine(cc),horsepower,torque(Nm),price,Make,Model,car_rating
347,Petrol,5,0.06019585425262216,0.0,Manual,0.0018755375245412078,4.865030674854087e-10,4.865030674854087e-10,0.000816503195353851,0.00010600151430734724,Hyundai,Creta,16.289554411728027
348,Diesel,7,0.06718695630561215,0.0,Automatic,0.0015019344614975718,9.184049079768686e-10,9.184049079768686e-10,0.00010786580674407062,0.00025643223474621066,Isuzu,MU-X,27.37550118790545
349,Diesel,5,0.0682507332107173,0.0,Manual,0.0035830790408681633,4.266871165650716e-10,4.266871165650716e-10,0.0005939446320717813,0.00013243046329233275,Hyundai,Creta,31.288440823485715
350,Petrol,7,0.09313317094994282,0.5,Automatic,0.00034100682264385585,9.171779141118361e-10,9.171779141118361e-10,0.022875743369495685,0.0006928670409577281,Land,Rover,2.2304517197535607
351,Diesel,7,0.08324899338867624,0.0,Manual,0.0014718456242054667,7.325153374244364e-10,7.325153374244364e-10,0.01005882782637428,0.00018928841840597723,Toyota,Innova,27.072928113100836
352,Petrol,5,0.0641785554506139,0.0,Manual,0.0025048957045677367,3.6595092024596e-10,3.6595092024596e-10,0.0005802907324839242,4.528636123373192e-05,Honda,Amaze,12.28189825677239
353,Diesel,5,0.08819008798528606,0.0,Automatic,0.0025550437667212446,6.024539877309853e-10,6.024539877309853e-10,0.00011810623143496341,0.00040786296947099246,Volvo,S90,26.3746714385727
354,Diesel,7,0.08571854650295768,0.5,Automatic,0.0017401377567267356,9.085889570566082e-10,9.085889570566082e-10,0.00015565445530157026,0.0005571508164402349,Audi,Q7,-2.2873914134315694
355,Petrol,5,0.08951831784063229,0.0,Manual,0.002780710046412031,3.656441717797019e-10,3.656441717797019e-10,0.005576935286660208,5.614365919513136e-05,Hyundai,Grand,30.441065852634342
356,Diesel,5,0.0548312372620172,0.0,Manual,0.002141322253954802,5.984662576696295e-10,5.984662576696295e-10,0.011435140904830271,0.000182145459220846,Tata,Harrier,32.42267366159018
357,Petrol,5,0.11165879604314757,0.0,Manual,0.29817787016165226,2.3619631901876714e-11,2.3619631901876714e-11,6.622141300110665e-05,3.357190817011671e-05,Hyundai,Grand,24.620421760447034
358,Petrol,5,0.03629964706467167,0.0,Automatic,0.003811252723666626,3.049079754605903e-10,3.049079754605903e-10,3.413474896964261e-05,3.357190817011671e-05,Renault,KWID,36.7003356776463
359,Diesel,5,0.09807426554655266,0.0,Automatic,0.3736507037026821,3.009202453992345e-10,3.009202453992345e-10,0.00012493318122889192,5.357219388848412e-05,Honda,City,52.049897240735
360,Petrol,5,0.05155241835263707,0.5,Manual,0.003184401946747773,3.046012269943322e-10,3.046012269943322e-10,0.004565181327200001,2.8714695924227486e-05,Maruti,Wagon,-11.76311167336226
361,Petrol,5,0.037683551225331804,0.0,Automatic,0.0025550437667212446,4.5766871165714363e-10,4.5766871165714363e-10,0.0007912434811163155,0.00015000214288775555,Honda,City,36.600735236341734
362,Diesel,5,0.1227857036337426,0.0,Automatic,0.003638241909237022,4.837423312890855e-10,4.837423312890855e-10,0.008612197165040828,4.214345919227418e-05,Hyundai,Verna,32.81035787890353
363,Petrol,5,0.040622359198687674,0.0,Automatic,0.0025048957045677367,4.573619631908855e-10,4.573619631908855e-10,0.0007086373886097804,9.285846940670582e-05,Toyota,Yaris,36.45057408312444
364,CNG,5,0.07830591042401948,0.0,Manual,0.29817787016165226,2.3619631901876714e-11,2.3619631901876714e-11,6.622141300110665e-05,4.64292347033529e-05,Hyundai,Grand,30.113101455131414
365,Petrol,5,0.13513943430929062,0.0,Automatic,0.3733999633919146,3.639861963195766e-07,3.639861963195766e-07,0.9999999999999999,3.571479592565609e-05,Honda,City,100.0
366,Diesel,7,0.08571854650295768,0.5,Automatic,0.0010681537238697255,9.085889570566082e-10,9.085889570566082e-10,0.0016364198656046664,0.0005571508164402349,Audi,Q7,-2.247102533115275
367,Petrol,5,0.06019585425262216,0.0,Manual,0.0018755375245412078,4.865030674854087e-10,4.865030674854087e-10,0.000816503195353851,0.00010600151430734724,Hyundai,Creta,16.289554411728027
368,Diesel,7,0.06718695630561215,0.0,Automatic,0.0015019344614975718,9.184049079768686e-10,9.184049079768686e-10,0.00010786580674407062,0.00025643223474621066,Isuzu,MU-X,27.37550118790545
369,Diesel,5,0.0682507332107173,0.0,Manual,0.0035830790408681633,4.266871165650716e-10,4.266871165650716e-10,0.0005939446320717813,0.00013243046329233275,Hyundai,Creta,31.288440823485715
370,Petrol,7,0.09313317094994282,0.5,Automatic,0.00034100682264385585,9.171779141118361e-10,9.171779141118361e-10,0.022875743369495685,0.0006928670409577281,Land,Rover,2.2304517197535607
371,Diesel,7,0.08324899338867624,0.0,Manual,0.0014718456242054667,7.325153374244364e-10,7.325153374244364e-10,0.01005882782637428,0.00018928841840597723,Toyota,Innova,27.072928113100836
372,Petrol,5,0.0641785554506139,0.0,Manual,0.0025048957045677367,3.6595092024596e-10,3.6595092024596e-10,0.0005802907324839242,4.528636123373192e-05,Honda,Amaze,12.28189825677239
373,Diesel,5,0.08819008798528606,0.0,Automatic,0.0025550437667212446,6.024539877309853e-10,6.024539877309853e-10,0.00011810623143496341,0.00040786296947099246,Volvo,S90,26.3746714385727
374,Diesel,7,0.08571854650295768,0.5,Automatic,0.0017401377567267356,9.085889570566082e-10,9.085889570566082e-10,0.00015565445530157026,0.0005571508164402349,Audi,Q7,-2.2873914134315694
375,Petrol,5,0.08951831784063229,0.0,Manual,0.002780710046412031,3.656441717797019e-10,3.656441717797019e-10,0.005576935286660208,5.614365919513136e-05,Hyundai,Grand,30.441065852634342
376,Diesel,5,0.0548312372620172,0.0,Manual,0.002141322253954802,5.984662576696295e-10,5.984662576696295e-10,0.011435140904830271,0.000182145459220846,Tata,Harrier,32.42267366159018
377,Petrol,5,0.11165879604314757,0.0,Manual,0.29817787016165226,2.3619631901876714e-11,2.3619631901876714e-11,6.622141300110665e-05,3.357190817011671e-05,Hyundai,Grand,24.620421760447034
378,Petrol,5,0.03629964706467167,0.0,Automatic,0.003811252723666626,3.049079754605903e-10,3.049079754605903e-10,3.413474896964261e-05,3.357190817011671e-05,Renault,KWID,36.7003356776463
379,Diesel,5,0.09807426554655266,0.0,Automatic,0.3736507037026821,3.009202453992345e-10,3.009202453992345e-10,0.00012493318122889192,5.357219388848412e-05,Honda,City,52.049897240735
380,Petrol,5,0.05155241835263707,0.5,Manual,0.003184401946747773,3.046012269943322e-10,3.046012269943322e-10,0.004565181327200001,2.8714695924227486e-05,Maruti,Wagon,-11.76311167336226
381,Petrol,5,0.037683551225331804,0.0,Automatic,0.0025550437667212446,4.5766871165714363e-10,4.5766871165714363e-10,0.0007912434811163155,0.00015000214288775555,Honda,City,36.600735236341734
382,Diesel,5,0.1227857036337426,0.0,Automatic,0.003638241909237022,4.837423312890855e-10,4.837423312890855e-10,0.008612197165040828,4.214345919227418e-05,Hyundai,Verna,32.81035787890353
383,Petrol,5,0.040622359198687674,0.0,Automatic,0.0025048957045677367,4.573619631908855e-10,4.573619631908855e-10,0.0007086373886097804,9.285846940670582e-05,Toyota,Yaris,36.45057408312444
384,CNG,5,0.07830591042401948,0.0,Manual,0.29817787016165226,2.3619631901876714e-11,2.3619631901876714e-11,6.622141300110665e-05,4.64292347033529e-05,Hyundai,Grand,30.113101455131414
385,Petrol,5,0.13513943430929062,0.0,Automatic,0.3733999633919146,3.639861963195766e-07,3.639861963195766e-07,0.9999999999999999,3.571479592565609e-05,Honda,City,100.0
386,Petrol,4,0.00417557289854352,0.0,Automatic,0.0010154982586085418,9.180981595106105e-10,9.180981595106105e-10,0.022875743369495685,3.571479592565609e-06,BMW,7,46.964377596585955
387,Petrol,5,0.059694785504796934,0.5,Manual,0.0028057840774887858,3.046012269943322e-10,3.046012269943322e-10,0.0004396555667289967,1.9143130616151663e-05,Maruti,A-Star,-20.05635085781404
388,Petrol,7,0.027650246060545808,0.5,Automatic,0.0005992693427344232,7.223926380379178e-10,7.223926380379178e-10,0.011248765175456022,0.00026428948984985503,Mitsubishi,Outlander,8.779332042140481
389,Petrol,5,0.07560570661629466,0.0,Manual,0.003407560823330884,3.656441717797019e-10,3.656441717797019e-10,0.0005557137132257816,6.1000871441020573e-05,Maruti,Baleno,23.251229533681883
390,Diesel,5,0.07583635730973802,0.5,Automatic,0.0013966235309752044,9.165644171793198e-10,9.165644171793198e-10,0.017840867896473402,0.0006711524450349291,BMW,X5,6.726807561229069
391,Petrol,5,0.04865337774021971,0.0,Automatic,0.0023569589212148875,3.656441717797019e-10,3.656441717797019e-10,0.0006949834890219234,0.0001285732653323619,Volkswagen,Polo,36.04068586004452
392,Petrol,5,0.03654620470249043,0.0,Manual,0.00262274365062848,3.046012269943322e-10,3.046012269943322e-10,0.008068089266464724,0.00011785882655466508,Hyundai,Venue,37.024855977957934
393,Petrol,5,0.04139384600089476,0.0,Automatic,0.0017200785318653325,5.500000000008435e-10,5.500000000008435e-10,0.012103499289655872,0.00042143459192274177,Skoda,Superb,36.924307194915485
394,Petrol,5,0.019000845056419944,0.0,Automatic,0.7492596892324588,1.180429447854571e-08,1.180429447854571e-08,0.0003433955746346046,0.0011714453063615196,Mercedes-Benz,AMG,82.31851957719074
395,Diesel,5,0.03462544116916041,0.0,Manual,0.004134707724556754,3.8128834355886697e-10,3.8128834355886697e-10,0.0005925792421129955,9.585851226446093e-05,Maruti,Vitara,29.160824651678602
396,Diesel,5,0.059690808768703085,0.5,Automatic,0.0023318848901381327,6.021472392647272e-10,6.021472392647272e-10,0.01188981576110591,0.00021071729596137088,Audi,A4,-8.023312800566094
397,Petrol,5,0.07456181339165878,0.0,Automatic,0.0013013422128835385,4.865030674854087e-10,4.865030674854087e-10,0.000816503195353851,0.00012000171431020444,Hyundai,Creta,19.376493060890947
398,Petrol,5,0.06100909678381468,0.0,Automatic,0.0013013422128835385,4.865030674854087e-10,4.865030674854087e-10,0.000816503195353851,9.642994899927141e-05,Hyundai,Creta,35.38026413823331
399,Diesel,7,0.06842173286275288,0.0,Manual,0.0016122601982352896,8.435582822098827e-10,8.435582822098827e-10,0.0011796969243908482,0.00037857683681195446,Toyota,Fortuner,27.36679542593209
400,Petrol,5,0.049182283640701895,0.0,Manual,0.002780710046412031,3.656441717797019e-10,3.656441717797019e-10,0.005576935286660208,6.22866040943442e-05,Hyundai,Grand,28.618201826725123
401,Petrol,5,0.0662146443306656,0.0,Manual,0.0032395648151166316,4.196319018411344e-10,4.196319018411344e-10,0.0006103293115772097,9.857283675481079e-05,Maruti,Ciaz,31.375258035017215
402,Diesel,7,0.0239439280210767,0.0,Automatic,0.4985193784649176,5.140184049087638e-09,5.140184049087638e-09,0.00027512607669531936,0.0004428634694781354,Ford,Endeavour,61.95098374743224
403,Petrol,5,0.10425212506835015,0.5,Manual,0.0016849748883578765,5.500000000008435e-10,5.500000000008435e-10,0.0009311959518918502,2.500035714795926e-05,Toyota,Corolla,-26.139451451410185
404,Diesel,8,0.11166476114728835,0.5,Manual,0.0014718456242054667,7.325153374244364e-10,7.325153374244364e-10,0.01005882782637428,0.00015714510207288676,Toyota,Innova,-6.911872541518306
405,Petrol,5,0.05730277874434558,0.0,Manual,0.002780710046412031,3.656441717797019e-10,3.656441717797019e-10,4.437517366053538e-05,4.071486735524793e-05,Hyundai,Grand,20.2754201133383
406,Petrol,5,0.0667296316548193,0.0,Automatic,0.0025550437667212446,4.5766871165714363e-10,4.5766871165714363e-10,0.000789195396178137,8.371548164973786e-05,Honda,City,15.99767782055242
407,Diesel,7,0.08846448277576179,0.5,Automatic,0.0017401377567267356,9.085889570566082e-10,9.085889570566082e-10,0.00015565445530157026,0.0004842926327518965,Audi,Q7,-6.252418369232211
408,Petrol,5,0.050033305164786,0.0,Automatic,0.0025550437667212446,4.5766871165714363e-10,4.5766871165714363e-10,0.0007912434811163155,0.00013414477349676425,Honda,City,35.98633077970854
409,Petrol,5,0.00417557289854352,0.0,Automatic,0.0012135831041148993,6.110429447862132e-10,6.110429447862132e-10,0.020220742594636885,1.4285918370262463e-06,Land,Rover,35.346486484785004
410,Petrol,5,0.0239439280210767,0.0,Automatic,0.00040619930344341654,6.116564417187295e-10,6.116564417187295e-10,0.0016091120664289522,0.0009714424491778454,Jaguar,XJ,25.682335569177997
411,Petrol,5,0.03568325297012477,0.0,Manual,0.0028885283800420738,3.662576687122182e-10,3.662576687122182e-10,0.005916234691418455,9.371562450892155e-05,Tata,Altroz,48.47070104394966
412,Diesel,5,0.16294079634140277,0.0,Automatic,0.002046040935863136,9.165644171793198e-10,9.165644171793198e-10,0.00016452949003367733,0.00016014514493064186,BMW,X5,7.312836101441636
413,Diesel,5,0.04247551821842223,0.0,Automatic,0.0013013422128835385,6.558282208599015e-10,6.558282208599015e-10,0.00012766396114646334,0.00032714753067900965,Mercedes-Benz,E-Class,24.762086044039336
414,Diesel,5,0.06898841775612664,0.5,Manual,0.004435596097477803,4.579754601234018e-10,4.579754601234018e-10,0.0006615314350316736,6.728667552393606e-05,Honda,WR-V,-1.2701171894885366
415,Petrol,5,0.06100909678381468,0.0,Automatic,0.0028358729147808905,4.196319018411344e-10,4.196319018411344e-10,0.0006103293115772097,8.928698981414021e-05,Maruti,Ciaz,27.78305225862506
416,Petrol,5,0.07541084654769596,0.0,Manual,0.003407560823330884,3.656441717797019e-10,3.656441717797019e-10,0.0005557137132257816,7.042957756539379e-05,Maruti,Baleno,27.09233610254761
417,Petrol,5,0.06100909678381468,0.0,Automatic,0.0025550437667212446,4.5766871165714363e-10,4.5766871165714363e-10,0.000789195396178137,7.857255103644338e-05,Honda,City,35.442245641726636
418,Petrol,5,0.08201222846348859,0.0,Manual,0.0032395648151166316,4.196319018411344e-10,4.196319018411344e-10,0.0006103293115772097,7.500107144387777e-05,Maruti,Ciaz,22.92574773918007
419,Petrol,5,0.12889794700999155,0.0,Manual,0.002705487953181769,3.656441717797019e-10,3.656441717797019e-10,0.005574887201722029,5.1572165316647375e-05,Hyundai,i20,16.98016734800106
420,Petrol,5,0.0239439280210767,0.0,Automatic,0.00040619930344341654,6.116564417187295e-10,6.116564417187295e-10,0.0016091120664289522,0.0007285818368833842,Jaguar,XJ,25.694433501221354
421,Petrol,5,0.011588208977481732,0.0,Manual,0.0023043034559537033,4.5766871165714363e-10,4.5766871165714363e-10,0.007731520641624049,0.00020300290004142917,Kia,Seltos,38.23125093039678
422,Diesel,5,0.18950340508028035,0.5,Automatic,0.000985409421316437,9.14723926381771e-10,9.14723926381771e-10,0.0017279009928433085,0.00023571765310933016,Mercedes-Benz,M-Class,-18.89623400594763
423,Petrol,5,0.05606800218720485,0.0,Automatic,0.002845902527211592,7.634969325165084e-10,7.634969325165084e-10,0.001065004167852849,0.0002785754082201174,Toyota,Camry,20.379170229075275
424,Petrol,5,0.11042998459014762,0.0,Manual,0.3733999633919146,3.5828220858950656e-10,3.5828220858950656e-10,8.738495736228506e-05,6.642952042172032e-05,Honda,City,32.26005716745947
425,Petrol,5,0.05730277874434558,0.0,Manual,0.002780710046412031,3.656441717797019e-10,3.656441717797019e-10,4.437517366053538e-05,4.071486735524793e-05,Hyundai,Grand,20.2754201133383
426,Petrol,5,0.0667296316548193,0.0,Automatic,0.0025550437667212446,4.5766871165714363e-10,4.5766871165714363e-10,0.000789195396178137,8.371548164973786e-05,Honda,City,15.99767782055242
427,Diesel,7,0.08846448277576179,0.5,Automatic,0.0017401377567267356,9.085889570566082e-10,9.085889570566082e-10,0.00015565445530157026,0.0004842926327518965,Audi,Q7,-6.252418369232211
428,Petrol,5,0.050033305164786,0.0,Automatic,0.0025550437667212446,4.5766871165714363e-10,4.5766871165714363e-10,0.0007912434811163155,0.00013414477349676425,Honda,City,35.98633077970854
429,Petrol,5,0.00417557289854352,0.0,Automatic,0.0012135831041148993,6.110429447862132e-10,6.110429447862132e-10,0.020220742594636885,1.4285918370262463e-06,Land,Rover,35.346486484785004
430,Petrol,5,0.0239439280210767,0.0,Automatic,0.00040619930344341654,6.116564417187295e-10,6.116564417187295e-10,0.0016091120664289522,0.0009714424491778454,Jaguar,XJ,25.682335569177997
431,Petrol,5,0.03568325297012477,0.0,Manual,0.0028885283800420738,3.662576687122182e-10,3.662576687122182e-10,0.005916234691418455,9.371562450892155e-05,Tata,Altroz,48.47070104394966
432,Diesel,5,0.16294079634140277,0.0,Automatic,0.002046040935863136,9.165644171793198e-10,9.165644171793198e-10,0.00016452949003367733,0.00016014514493064186,BMW,X5,7.312836101441636
433,Diesel,5,0.04247551821842223,0.0,Automatic,0.0013013422128835385,6.558282208599015e-10,6.558282208599015e-10,0.00012766396114646334,0.00032714753067900965,Mercedes-Benz,E-Class,24.762086044039336
434,Diesel,5,0.06898841775612664,0.5,Manual,0.004435596097477803,4.579754601234018e-10,4.579754601234018e-10,0.0006615314350316736,6.728667552393606e-05,Honda,WR-V,-1.2701171894885366
435,Petrol,5,0.06100909678381468,0.0,Automatic,0.0028358729147808905,4.196319018411344e-10,4.196319018411344e-10,0.0006103293115772097,8.928698981414021e-05,Maruti,Ciaz,27.78305225862506
436,Petrol,5,0.07541084654769596,0.0,Manual,0.003407560823330884,3.656441717797019e-10,3.656441717797019e-10,0.0005557137132257816,7.042957756539379e-05,Maruti,Baleno,27.09233610254761
437,Petrol,5,0.06100909678381468,0.0,Automatic,0.0025550437667212446,4.5766871165714363e-10,4.5766871165714363e-10,0.000789195396178137,7.857255103644338e-05,Honda,City,35.442245641726636
438,Petrol,5,0.08201222846348859,0.0,Manual,0.0032395648151166316,4.196319018411344e-10,4.196319018411344e-10,0.0006103293115772097,7.500107144387777e-05,Maruti,Ciaz,22.92574773918007
439,Petrol,5,0.12889794700999155,0.0,Manual,0.002705487953181769,3.656441717797019e-10,3.656441717797019e-10,0.005574887201722029,5.1572165316647375e-05,Hyundai,i20,16.98016734800106
440,Petrol,5,0.0239439280210767,0.0,Automatic,0.00040619930344341654,6.116564417187295e-10,6.116564417187295e-10,0.0016091120664289522,0.0007285818368833842,Jaguar,XJ,25.694433501221354
441,Petrol,5,0.011588208977481732,0.0,Manual,0.0023043034559537033,4.5766871165714363e-10,4.5766871165714363e-10,0.007731520641624049,0.00020300290004142917,Kia,Seltos,38.23125093039678
442,Diesel,5,0.18950340508028035,0.5,Automatic,0.000985409421316437,9.14723926381771e-10,9.14723926381771e-10,0.0017279009928433085,0.00023571765310933016,Mercedes-Benz,M-Class,-18.89623400594763
443,Petrol,5,0.05606800218720485,0.0,Automatic,0.002845902527211592,7.634969325165084e-10,7.634969325165084e-10,0.001065004167852849,0.0002785754082201174,Toyota,Camry,20.379170229075275
444,Petrol,5,0.11042998459014762,0.0,Manual,0.3733999633919146,3.5828220858950656e-10,3.5828220858950656e-10,8.738495736228506e-05,6.642952042172032e-05,Honda,City,32.26005716745947
445,Diesel,5,0.04741860118307899,0.5,Automatic,0.003151805706347992,6.021472392647272e-10,6.021472392647272e-10,8.601956740349935e-05,0.0003071472449606423,Audi,A3,11.195408153573503
446,Petrol,5,0.07920465278122979,0.0,Automatic,0.0013013422128835385,4.865030674854087e-10,4.865030674854087e-10,0.000816503195353851,0.00012671609594422777,Hyundai,Creta,22.97674821698432
447,Diesel,5,0.07954267534920713,0.0,Manual,0.0033549053580697007,4.266871165650716e-10,4.266871165650716e-10,0.006045946737503097,7.857255103644338e-05,Hyundai,i20,27.15697542979789
448,Petrol,5,0.054381866083412035,0.5,Manual,0.0029060802017958015,3.6595092024596e-10,3.6595092024596e-10,0.0005809734274633171,2.3286046943527763e-05,Honda,Brio,-15.947992591243304
449,Diesel,7,0.1227857036337426,0.5,Automatic,0.0011885090730381453,9.131901840504803e-10,9.131901840504803e-10,0.0011387352256272772,0.00020714581636880526,Toyota,Fortuner,-11.758677127114993
450,Diesel,5,0.028411791022518267,0.0,Automatic,0.0012010460885765223,5.966257668720806e-10,5.966257668720806e-10,0.00012083701135253482,0.0006128658980842584,Mercedes-Benz,C-Class,40.770569423961106
451,Petrol,5,0.13227618432171795,0.0,Manual,0.0028308581085655397,3.656441717797019e-10,3.656441717797019e-10,4.437517366053538e-05,3.414334490492721e-05,Hyundai,Xcent,8.879758773818965
452,Petrol,5,0.010971814882934831,0.0,Automatic,0.4972656769110799,9.253987730075542e-09,9.253987730075542e-09,0.00026147217710746233,0.0007928684695495651,Mercedes-Benz,AMG,70.18035170392439
453,Petrol,7,0.0579211612069394,0.0,Automatic,0.001253701553837706,6.110429447862132e-10,6.110429447862132e-10,0.016192842216219056,0.0006000085715510222,Land,Rover,32.440721062339364
454,Petrol,5,0.125149873241537,0.5,Manual,0.0021714110912469066,3.6595092024596e-10,3.6595092024596e-10,0.0004929057751216392,2.271461020871727e-05,Volkswagen,Polo,-27.17794598007119
455,Petrol,5,0.0,0.0,Manual,0.29817787016165226,2.5076687116602873e-09,2.5076687116602873e-09,0.0007653010718993871,8.071543879198274e-05,Hyundai,Grand,64.70192747771239
456,Petrol,5,0.055457573196798726,0.0,Manual,0.0033097721021315436,3.656441717797019e-10,3.656441717797019e-10,0.00557283911678385,7.842969185274075e-05,Maruti,Baleno,32.162818741256515
457,Diesel,4,0.07089327434508126,0.0,Automatic,0.0022466331844771684,9.085889570566082e-10,9.085889570566082e-10,0.01683321010688955,0.00041072015314504493,Audi,A8,16.55783750025037
458,Diesel,5,0.007881890938012627,0.0,Automatic,0.7314571271679634,8.636809815964166e-09,8.636809815964166e-09,0.0003980111729860327,7.857255103644338e-06,Mercedes-Benz,S-Class,82.04626427344438
459,Petrol,5,0.09077894318238305,0.5,Automatic,0.0021789333005699327,4.582822085896599e-10,4.582822085896599e-10,6.349063308353524e-05,6.242946327804683e-05,Ford,Ecosport,-10.161298998167744
460,Petrol,5,0.00967341054829249,0.0,Automatic,0.0028057840774887858,0.0,0.0,,0.0010128716124516066,BMW,X3,
461,Petrol,4,0.04865337774021971,0.0,Automatic,0.0,1.4288343558304122e-09,1.4288343558304122e-09,0.0003017511808916406,1.2857326533236183e-06,Mercedes-Benz,S-Class,28.246288871760736
462,Petrol,5,0.09521300392702688,0.5,Manual,0.19763100554386825,1.4049079754622775e-10,1.4049079754622775e-10,3.0721274072678336e-05,7.714395919941713e-06,Maruti,Alto,-19.804123925292647
463,Petrol,5,0.027526967241636426,0.0,Automatic,0.0014191901589442834,6.070552147248575e-10,6.070552147248575e-10,0.016754700184259372,0.0007685824083201189,Audi,Q5,45.47822981819047
464,Diesel,5,0.011588208977481732,0.0,Automatic,0.0350284214142255,9.662576687131384e-11,9.662576687131384e-11,0.0,0.0005857226531807598,Mercedes-Benz,A-Class,39.457174819601185
465,Diesel,7,0.022709151463935973,0.5,Automatic,0.7314571271679634,0.9999999999999999,0.9999999999999999,0.0004662806709253179,2.1428877555393626e-06,Mercedes-Benz,GLS,56.40418875819516
466,Petrol,5,0.09170751106029724,0.5,Manual,0.002780710046412031,3.656441717797019e-10,3.656441717797019e-10,4.437517366053538e-05,3.0000428577551107e-05,Hyundai,Grand,-14.008784098910919
467,Petrol,5,0.0047939553611373465,0.0,Manual,0.003645764118560049,3.656441717797019e-10,3.656441717797019e-10,0.0060302447529770615,9.357276532521893e-05,Toyota,Glanza,46.22096804733235
468,Petrol,5,0.1199701744792961,1.0,Manual,0.002680413922105015,3.656441717797019e-10,3.656441717797019e-10,0.5496943915924748,1.814311633023329e-05,Hyundai,i20,-20.6115324110877
469,Petrol,5,0.010353432420341006,0.0,Automatic,0.0010756759331927517,6.113496932524713e-10,6.113496932524713e-10,0.018100291988642686,0.000985728367548108,Jeep,Wrangler,50.20468773550709
470,Petrol,5,0.022709151463935973,0.0,Automatic,0.0002733069387366202,9.184049079768686e-10,9.184049079768686e-10,0.0002853665013862121,0.001114158773696767,Mercedes-Benz,AMG,37.15978268999487
471,Petrol,5,0.09768255704130833,0.0,Automatic,0.0025550437667212446,4.5766871165714363e-10,4.5766871165714363e-10,0.000789195396178137,7.642966328090402e-05,Honda,City,14.456142365312248
472,Petrol,5,0.03135656410001491,0.0,Automatic,0.0037109565993596093,3.656441717797019e-10,3.656441717797019e-10,0.0060302447529770615,9.92871326733239e-05,Maruti,Swift,44.90073307710266
473,Diesel,5,0.08571854650295768,0.5,Automatic,0.0032270277995782547,6.10429447853697e-10,6.10429447853697e-10,0.00011674084147617769,0.00020714581636880526,BMW,X1,-6.029695657211898
474,Petrol,5,0.1049202167321171,0.0,Automatic,0.0021789333005699327,4.1349693251597157e-10,4.1349693251597157e-10,0.009415046460806821,0.00018371691024157488,Kia,Seltos,29.828691769981578
475,Petrol,5,0.011588208977481732,0.0,Manual,0.29817787016165226,3.947239263809735e-09,3.947239263809735e-09,0.00014541403061067747,0.000152859326561808,Mahindra,XUV300,52.59458758579312
476,Petrol,5,0.06121986379678878,0.0,Manual,0.0033097721021315436,3.656441717797019e-10,3.656441717797019e-10,0.00557283911678385,8.385834083344047e-05,Maruti,Baleno,31.87550382897016
477,Diesel,7,0.05359646070487647,0.0,Automatic,0.0013966235309752044,9.165644171793198e-10,9.165644171793198e-10,0.017840867896473402,0.0013928770411005872,BMW,X7,36.53774105562215
478,Diesel,5,0.00417557289854352,0.0,Automatic,0.0012010460885765223,5.966257668720806e-10,5.966257668720806e-10,0.00012083701135253482,0.0007964399491421307,Mercedes-Benz,C-Class,45.80060455027081
479,Petrol,5,0.045149873241537006,0.5,Manual,0.24828054831891155,2.042944785279207e-10,2.042944785279207e-10,4.9836733495678206e-05,3.11433020471721e-05,Maruti,Wagon,4.371939974404125
480,Petrol,5,0.025182681314311277,0.0,Automatic,0.3618659090966077,4.1717791411106926e-11,4.1717791411106926e-11,0.00015906793019853453,0.0002535750510721582,MG,Hector,62.749365618897414
481,Diesel,5,0.059774320226673956,0.0,Automatic,0.0021914703161083097,6.10429447853697e-10,6.10429447853697e-10,0.0012698126616707047,0.0005428648980699726,BMW,X3,27.82271836166832
482,Petrol,5,0.10926480091464928,0.5,Automatic,0.0022992886497383526,3.046012269943322e-10,3.046012269943322e-10,0.0004396555667289967,1.800025714653066e-05,Maruti,A-Star,-26.382689827898904
483,Petrol,5,0.014059750459810111,0.0,Automatic,0.0010255278710392434,5.966257668720806e-10,5.966257668720806e-10,0.013720803695837539,0.0006214374491064159,Mercedes-Benz,C-Class,42.15380886928815
484,Petrol,5,0.012824973902669384,0.0,Automatic,0.0027456064029045763,4.4693251533810874e-10,4.4693251533810874e-10,0.007037902542560911,0.00012843040614865926,Maruti,Vitara,45.824527091239936
485,Diesel,7,0.022709151463935973,0.5,Automatic,0.7314571271679634,0.9999999999999999,0.9999999999999999,0.0004662806709253179,2.1428877555393626e-06,Mercedes-Benz,GLS,56.40418875819516
486,Petrol,5,0.09170751106029724,0.5,Manual,0.002780710046412031,3.656441717797019e-10,3.656441717797019e-10,4.437517366053538e-05,3.0000428577551107e-05,Hyundai,Grand,-14.008784098910919
487,Petrol,5,0.0047939553611373465,0.0,Manual,0.003645764118560049,3.656441717797019e-10,3.656441717797019e-10,0.0060302447529770615,9.357276532521893e-05,Toyota,Glanza,46.22096804733235
488,Petrol,5,0.1199701744792961,1.0,Manual,0.002680413922105015,3.656441717797019e-10,3.656441717797019e-10,0.5496943915924748,1.814311633023329e-05,Hyundai,i20,-20.6115324110877
489,Petrol,5,0.010353432420341006,0.0,Automatic,0.0010756759331927517,6.113496932524713e-10,6.113496932524713e-10,0.018100291988642686,0.000985728367548108,Jeep,Wrangler,50.20468773550709
490,Petrol,5,0.022709151463935973,0.0,Automatic,0.0002733069387366202,9.184049079768686e-10,9.184049079768686e-10,0.0002853665013862121,0.001114158773696767,Mercedes-Benz,AMG,37.15978268999487
491,Petrol,5,0.09768255704130833,0.0,Automatic,0.0025550437667212446,4.5766871165714363e-10,4.5766871165714363e-10,0.000789195396178137,7.642966328090402e-05,Honda,City,14.456142365312248
