year_made,fuel_type,seats,mileage,ownership,transmission,fuel_economy,engine(cc),horsepower,torque(Nm),price,Make,Model
20,Petrol,5,43495,2,Manual,18.5,1197.0,1197.0,805200.0,2160.0,Hyundai,i20
20,Diesel,5,19883,1,Automatic,1995.0,188.0,188.0,400.0,26325.0,BMW,X1
17,Petrol,5,39301,1,Manual,18.9,1197.0,1197.0,8186.0,6196.5,Hyundai,Grand
20,Diesel,5,19883,1,Automatic,1995.0,188.0,188.0,400.0,26325.0,BMW,X1
20,Petrol,4,24854,1,Automatic,1998.0,18740.0,18740.0,280.0,43200.0,BMW,2
16,Petrol,7,50952,1,Manual,19.01,1462.0,1462.0,10326.0,10111.5,Maruti,Ertiga
19,Petrol,5,23612,1,Manual,20.73,1373.0,1373.0,911.0,9112.5,Maruti,Ciaz
20,Diesel,7,25165,1,Automatic,14.11,2199.0,2199.0,19726.0,34087.5,Kia,Carnival
20,Diesel,5,24854,1,Manual,1493.0,9863.0,9863.0,240.0,15592.500000000002,Kia,Sonet
15,Petrol,5,40494,2,Manual,20.36,1197.0,1197.0,789.0,4077.0,Hyundai,i10
18,Petrol,5,31068,1,Manual,17.5,1199.0,1199.0,887.0,9787.5,Honda,WR-V
20,Petrol,5,21647,1,Manual,999.0,6706.0,6706.0,91.0,5238.0,Renault,KWID
21,Petrol,5,18930,1,Automatic,20.28,998.0,998.0,11841.0,14175.0,Hyundai,i20
20,Diesel,5,19883,2,Automatic,16.1,1950.0,1950.0,1917.0,60075.0,Mercedes-Benz,E-Class
18,Diesel,5,31068,1,Automatic,18.0,1969.0,1969.0,190.0,44550.0,Volvo,S90
14,Petrol,5,30413,1,Manual,19.1,1197.0,1197.0,858.0,5548.5,Maruti,Swift
17,Diesel,5,27028,2,Automatic,18.56,1995.0,1995.0,190.0,40365.0,BMW,X3
20,Diesel,5,18641,1,Manual,1493.0,986.0,986.0,24026.0,10530.0,Hyundai,Venue
17,Petrol,7,44738,1,Automatic,12.81,1997.0,1997.0,23736.0,43875.0,Land,Rover
17,Petrol,5,44341,1,Manual,18.6,1197.0,1197.0,8183.0,7451.999999999999,Hyundai,i20
17,Diesel,5,37592,1,Automatic,20.68,1995.0,1995.0,188.0,26932.5,BMW,X1
20,Petrol,5,18641,1,Automatic,14.11,1984.0,1984.0,2413.0,66825.0,Audi,A6
18,Diesel,5,39767,1,Manual,21.7,1498.0,1498.0,9896.0,10786.5,Ford,Ecosport
13,Petrol,5,16155,2,Automatic,11.9,1595.0,1595.0,1207.0,16807.5,Mercedes-Benz,B
16,Petrol,5,37282,1,Automatic,14.7,1496.0,1496.0,12069.0,8761.5,Ford,Ecosport
20,Diesel,5,24854,1,Manual,1493.0,9863.0,9863.0,240.0,15592.500000000002,Kia,Sonet
15,Petrol,5,40494,2,Manual,20.36,1197.0,1197.0,789.0,4077.0,Hyundai,i10
18,Petrol,5,31068,1,Manual,17.5,1199.0,1199.0,887.0,9787.5,Honda,WR-V
20,Petrol,5,21647,1,Manual,999.0,6706.0,6706.0,91.0,5238.0,Renault,KWID
18,Petrol,7,44738,2,Automatic,12.81,1997.0,1997.0,23736.0,66825.0,Land,Rover
21,Petrol,5,18930,1,Automatic,20.28,998.0,998.0,11841.0,14175.0,Hyundai,i20
20,Diesel,5,19883,2,Automatic,16.1,1950.0,1950.0,1917.0,60075.0,Mercedes-Benz,E-Class
18,Diesel,5,31068,1,Automatic,18.0,1969.0,1969.0,190.0,44550.0,Volvo,S90
14,Petrol,5,30413,1,Manual,19.1,1197.0,1197.0,858.0,5548.5,Maruti,Swift
17,Diesel,5,27028,2,Automatic,18.56,1995.0,1995.0,190.0,40365.0,BMW,X3
20,Diesel,5,18641,1,Manual,1493.0,986.0,986.0,24026.0,10530.0,Hyundai,Venue
17,Petrol,7,44738,1,Automatic,12.81,1997.0,1997.0,23736.0,43875.0,Land,Rover
17,Petrol,5,44341,1,Manual,18.6,1197.0,1197.0,8183.0,7451.999999999999,Hyundai,i20
17,Diesel,5,37592,1,Automatic,20.68,1995.0,1995.0,188.0,26932.5,BMW,X1
20,Petrol,5,18641,1,Automatic,14.11,1984.0,1984.0,2413.0,66825.0,Audi,A6
18,Diesel,5,39767,1,Manual,21.7,1498.0,1498.0,9896.0,10786.5,Ford,Ecosport
13,Petrol,5,16155,2,Automatic,11.9,1595.0,1595.0,1207.0,16807.5,Mercedes-Benz,B
16,Petrol,5,37282,1,Automatic,14.7,1496.0,1496.0,12069.0,8761.5,Ford,Ecosport
21,Petrol,5,17398,1,Automatic,1984.0,18774.0,18774.0,320.0,35775.0,Audi,Q2
11,Petrol,5,55303,1,Manual,17.5,1197.0,1197.0,858.0,3199.5,Maruti,Swift
18,Petrol,5,22951,1,Manual,21.4,1197.0,1197.0,831.0,8640.0,Maruti,Baleno
19,Diesel,7,26097,1,Manual,13.68,2393.0,2393.0,14751.0,25312.5,Toyota,Innova
19,Diesel,5,34175,1,Automatic,20.37,1995.0,1995.0,18774.0,56025.0,BMW,5
19,Petrol,5,43738,2,Manual,21.01,1197.0,1197.0,8180.0,6912.0,Maruti,Baleno
14,Petrol,5,34796,1,Manual,16.3,1797.0,1797.0,1475.0,6682.5,Hyundai,Elantra
16,Petrol,5,32429,1,Manual,18.9,1197.0,1197.0,82.0,5818.499999999999,Hyundai,Grand
20,Diesel,5,24854,1,Automatic,11.78,2143.0,2143.0,16762.0,13486.5,Mercedes-Benz,C-Class
18,Diesel,5,44738,1,Automatic,20.38,1968.0,1968.0,143.0,27000.0,Audi,A3
13,Petrol,5,29933,1,Manual,998.0,671.0,671.0,90.0,3888.0,Maruti,Wagon
20,Petrol,5,68350,2,Automatic,12.05,1995.0,1995.0,154.0,9855.0,BMW,3
20,Petrol,5,31068,1,Manual,16.8,1497.0,1497.0,1163.0,4576.5,Honda,City
19,Diesel,5,27422,2,Automatic,17.9,2143.0,2143.0,1341.0,36315.0,Mercedes-Benz,CLA
20,Petrol,5,55923,3,Manual,17.4,1497.0,1497.0,1173.0,6412.5,Honda,City
20,Diesel,7,30447,1,Automatic,12.4,1996.0,1996.0,16762.0,45225.0,Ford,Endeavour
21,Petrol,5,17398,1,Automatic,1984.0,18774.0,18774.0,320.0,35775.0,Audi,Q2
11,Petrol,5,55303,1,Manual,17.5,1197.0,1197.0,858.0,3199.5,Maruti,Swift
19,Petrol,5,17518,1,Manual,18.27,998.0,998.0,11835.0,12190.5,Hyundai,Venue
19,Petrol,5,21437,1,Automatic,15.01,1998.0,1998.0,24808.0,70200.0,BMW,5
19,Diesel,5,31444,2,Automatic,16.1,1950.0,1950.0,1917.0,53865.0,Mercedes-Benz,E-Class
18,Petrol,5,22951,1,Manual,21.4,1197.0,1197.0,831.0,8640.0,Maruti,Baleno
19,Diesel,7,26097,1,Manual,13.68,2393.0,2393.0,14751.0,25312.5,Toyota,Innova
19,Diesel,5,34175,1,Automatic,20.37,1995.0,1995.0,18774.0,56025.0,BMW,5
19,Petrol,5,43738,2,Manual,21.01,1197.0,1197.0,8180.0,6912.0,Maruti,Baleno
14,Petrol,5,34796,1,Manual,16.3,1797.0,1797.0,1475.0,6682.5,Hyundai,Elantra
16,Petrol,5,32429,1,Manual,18.9,1197.0,1197.0,82.0,5818.499999999999,Hyundai,Grand
20,Diesel,5,24854,1,Automatic,11.78,2143.0,2143.0,16762.0,13486.5,Mercedes-Benz,C-Class
18,Diesel,5,44738,1,Automatic,20.38,1968.0,1968.0,143.0,27000.0,Audi,A3
13,Petrol,5,29933,1,Manual,998.0,671.0,671.0,90.0,3888.0,Maruti,Wagon
20,Petrol,5,68350,2,Automatic,12.05,1995.0,1995.0,154.0,9855.0,BMW,3
20,Petrol,5,31068,1,Manual,16.8,1497.0,1497.0,1163.0,4576.5,Honda,City
19,Diesel,5,27422,2,Automatic,17.9,2143.0,2143.0,1341.0,36315.0,Mercedes-Benz,CLA
20,Petrol,5,55923,3,Manual,17.4,1497.0,1497.0,1173.0,6412.5,Honda,City
20,Diesel,7,30447,1,Automatic,12.4,1996.0,1996.0,16762.0,45225.0,Ford,Endeavour
17,Diesel,7,43495,2,Automatic,12.07,2967.0,2967.0,2414.0,54000.0,Audi,Q7
15,Petrol,5,30659,1,Manual,15.29,1591.0,1591.0,1213.0,11367.0,Hyundai,Creta
18,Diesel,7,34175,1,Automatic,13.8,2999.0,2999.0,175.0,25582.5,Isuzu,MU-X
19,Diesel,5,34710,1,Manual,22.1,1396.0,1396.0,887.0,13864.5,Hyundai,Creta
18,Petrol,7,47224,2,Automatic,9.17,2995.0,2995.0,33525.0,66825.0,Land,Rover
18,Diesel,7,42253,1,Manual,13.68,2393.0,2393.0,14751.0,19237.5,Toyota,Innova
14,Petrol,5,32662,1,Manual,17.8,1198.0,1198.0,867.0,5629.5,Honda,Amaze
18,Diesel,5,44738,1,Automatic,18.0,1969.0,1969.0,190.0,39892.5,Volvo,S90
17,Diesel,7,43495,2,Automatic,14.75,2967.0,2967.0,245.0,54000.0,Audi,Q7
19,Petrol,5,45406,1,Manual,18.9,1197.0,1197.0,8186.0,6655.5,Hyundai,Grand
19,Diesel,5,27961,1,Manual,16.35,1956.0,1956.0,16767.0,18562.5,Tata,Harrier
14,Petrol,5,56541,1,Manual,1197.0,82.0,82.0,114.0,4522.5,Hyundai,Grand
20,Petrol,5,18641,1,Automatic,23.01,999.0,999.0,67.0,4522.5,Renault,KWID
20,Diesel,5,49709,1,Automatic,1498.0,986.0,986.0,200.0,6412.5,Honda,City
14,Petrol,5,26312,2,Manual,20.51,998.0,998.0,6704.0,4063.4999999999995,Maruti,Wagon
20,Petrol,5,19337,1,Automatic,18.0,1497.0,1497.0,1176.0,15525.0,Honda,City
20,Diesel,5,62137,1,Automatic,22.32,1582.0,1582.0,12632.0,5332.5,Hyundai,Verna
20,Petrol,5,20815,1,Automatic,17.8,1496.0,1496.0,1055.0,10125.0,Toyota,Yaris
15,CNG,5,39767,1,Manual,1197.0,82.0,82.0,114.0,5737.5,Hyundai,Grand
20,Petrol,5,68350,1,Automatic,1497.0,1186600.0,1186600.0,1464800.0,4725.0,Honda,City
17,Diesel,7,43495,2,Automatic,12.07,2967.0,2967.0,2414.0,54000.0,Audi,Q7
15,Petrol,5,30659,1,Manual,15.29,1591.0,1591.0,1213.0,11367.0,Hyundai,Creta
18,Diesel,7,34175,1,Automatic,13.8,2999.0,2999.0,175.0,25582.5,Isuzu,MU-X
19,Diesel,5,34710,1,Manual,22.1,1396.0,1396.0,887.0,13864.5,Hyundai,Creta
18,Petrol,7,47224,2,Automatic,9.17,2995.0,2995.0,33525.0,66825.0,Land,Rover
18,Diesel,7,42253,1,Manual,13.68,2393.0,2393.0,14751.0,19237.5,Toyota,Innova
14,Petrol,5,32662,1,Manual,17.8,1198.0,1198.0,867.0,5629.5,Honda,Amaze
18,Diesel,5,44738,1,Automatic,18.0,1969.0,1969.0,190.0,39892.5,Volvo,S90
17,Diesel,7,43495,2,Automatic,14.75,2967.0,2967.0,245.0,54000.0,Audi,Q7
19,Petrol,5,45406,1,Manual,18.9,1197.0,1197.0,8186.0,6655.5,Hyundai,Grand
19,Diesel,5,27961,1,Manual,16.35,1956.0,1956.0,16767.0,18562.5,Tata,Harrier
14,Petrol,5,56541,1,Manual,1197.0,82.0,82.0,114.0,4522.5,Hyundai,Grand
20,Petrol,5,18641,1,Automatic,23.01,999.0,999.0,67.0,4522.5,Renault,KWID
20,Diesel,5,49709,1,Automatic,1498.0,986.0,986.0,200.0,6412.5,Honda,City
14,Petrol,5,26312,2,Manual,20.51,998.0,998.0,6704.0,4063.4999999999995,Maruti,Wagon
20,Petrol,5,19337,1,Automatic,18.0,1497.0,1497.0,1176.0,15525.0,Honda,City
20,Diesel,5,62137,1,Automatic,22.32,1582.0,1582.0,12632.0,5332.5,Hyundai,Verna
20,Petrol,5,20815,1,Automatic,17.8,1496.0,1496.0,1055.0,10125.0,Toyota,Yaris
15,CNG,5,39767,1,Manual,1197.0,82.0,82.0,114.0,5737.5,Hyundai,Grand
20,Petrol,5,68350,1,Automatic,1497.0,1186600.0,1186600.0,1464800.0,4725.0,Honda,City
22,Petrol,4,2485,1,Automatic,11.86,2998.0,2998.0,33525.0,1687.5,BMW,7
12,Petrol,5,30407,2,Manual,19.0,998.0,998.0,661.0,3159.0,Maruti,A-Star
19,Petrol,7,14291,2,Automatic,10.2,2360.0,2360.0,16494.0,26325.0,Mitsubishi,Outlander
17,Petrol,5,38409,1,Manual,21.4,1197.0,1197.0,831.0,7114.499999999999,Maruti,Baleno
19,Diesel,5,38525,2,Automatic,13.38,2993.0,2993.0,26150.0,64772.99999999999,BMW,X5
20,Petrol,5,24854,1,Automatic,17.21,1197.0,1197.0,1035.0,13500.0,Volkswagen,Polo
20,Petrol,5,18765,1,Manual,18.27,998.0,998.0,11835.0,12487.5,Hyundai,Venue
20,Petrol,5,21203,1,Automatic,14.67,1798.0,1798.0,17746.0,41175.0,Skoda,Superb
22,Petrol,5,9941,1,Automatic,2996.0,38487.0,38487.0,520.0,112050.0,Mercedes-Benz,AMG
18,Diesel,5,17799,1,Manual,24.3,1248.0,1248.0,885.0,10408.5,Maruti,Vitara
15,Diesel,5,30405,2,Automatic,17.11,1968.0,1968.0,17433.0,21262.5,Audi,A4
16,Petrol,5,37884,1,Automatic,13.0,1591.0,1591.0,1213.0,12690.0,Hyundai,Creta
20,Petrol,5,31068,1,Automatic,13.0,1591.0,1591.0,1213.0,10462.5,Hyundai,Creta
18,Diesel,7,34796,1,Manual,14.24,2755.0,2755.0,1745.0,37125.0,Toyota,Fortuner
18,Petrol,5,25120,1,Manual,18.9,1197.0,1197.0,8186.0,7236.0,Hyundai,Grand
19,Petrol,5,33686,1,Manual,20.73,1373.0,1373.0,911.0,10665.0,Maruti,Ciaz
20,Diesel,7,12427,1,Automatic,1996.0,16762.0,16762.0,420.0,43200.0,Ford,Endeavour
11,Petrol,5,52816,2,Manual,14.53,1798.0,1798.0,1381.0,3712.5,Toyota,Corolla
16,Diesel,8,56544,2,Manual,13.68,2393.0,2393.0,14751.0,16200.0,Toyota,Innova
16,Petrol,5,29204,1,Manual,18.9,1197.0,1197.0,82.0,5197.5,Hyundai,Grand
15,Petrol,5,33945,1,Automatic,18.0,1497.0,1497.0,1173.0,9261.0,Honda,City
16,Diesel,7,44876,2,Automatic,14.75,2967.0,2967.0,245.0,47115.0,Audi,Q7
20,Petrol,5,25548,1,Automatic,18.0,1497.0,1497.0,1176.0,14026.5,Honda,City
19,Petrol,5,2485,1,Automatic,12.65,1997.0,1997.0,29636.0,1485.0000000000002,Land,Rover
17,Petrol,5,12427,1,Automatic,9.43,1999.0,1999.0,2374.0,93150.0,Jaguar,XJ
23,Petrol,5,18331,1,Manual,19.33,1199.0,1199.0,8683.0,10206.0,Tata,Altroz
14,Diesel,5,82332,1,Automatic,15.97,2993.0,2993.0,258.0,16483.5,BMW,X5
17,Diesel,5,21747,1,Automatic,13.0,2143.0,2143.0,204.0,32264.999999999996,Mercedes-Benz,E-Class
17,Diesel,5,35081,2,Manual,25.5,1498.0,1498.0,986.0,7708.5,Honda,WR-V
18,Petrol,5,31068,1,Automatic,19.12,1373.0,1373.0,911.0,9787.5,Maruti,Ciaz
18,Petrol,5,38311,1,Manual,21.4,1197.0,1197.0,831.0,8005.5,Maruti,Baleno
20,Petrol,5,31068,1,Automatic,18.0,1497.0,1497.0,1173.0,8775.0,Honda,City
17,Petrol,5,41631,1,Manual,20.73,1373.0,1373.0,911.0,8437.5,Maruti,Ciaz
16,Petrol,5,65211,1,Manual,18.6,1197.0,1197.0,8183.0,6223.5,Hyundai,i20
17,Petrol,5,12427,1,Automatic,9.43,1999.0,1999.0,2374.0,70200.0,Jaguar,XJ
20,Petrol,5,6213,1,Manual,17.0,1497.0,1497.0,11342.0,20533.5,Kia,Seltos
14,Diesel,5,95691,2,Automatic,11.74,2987.0,2987.0,2548.0,23625.0,Mercedes-Benz,M-Class
16,Petrol,5,28583,1,Automatic,19.16,2494.0,2494.0,1577.0,27675.0,Toyota,Camry
15,Petrol,5,55923,1,Manual,1497.0,1173.0,1173.0,145.0,7627.500000000001,Honda,City
16,Petrol,5,29204,1,Manual,18.9,1197.0,1197.0,82.0,5197.5,Hyundai,Grand
15,Petrol,5,33945,1,Automatic,18.0,1497.0,1497.0,1173.0,9261.0,Honda,City
16,Diesel,7,44876,2,Automatic,14.75,2967.0,2967.0,245.0,47115.0,Audi,Q7
20,Petrol,5,25548,1,Automatic,18.0,1497.0,1497.0,1176.0,14026.5,Honda,City
19,Petrol,5,2485,1,Automatic,12.65,1997.0,1997.0,29636.0,1485.0000000000002,Land,Rover
17,Petrol,5,12427,1,Automatic,9.43,1999.0,1999.0,2374.0,93150.0,Jaguar,XJ
23,Petrol,5,18331,1,Manual,19.33,1199.0,1199.0,8683.0,10206.0,Tata,Altroz
14,Diesel,5,82332,1,Automatic,15.97,2993.0,2993.0,258.0,16483.5,BMW,X5
17,Diesel,5,21747,1,Automatic,13.0,2143.0,2143.0,204.0,32264.999999999996,Mercedes-Benz,E-Class
17,Diesel,5,35081,2,Manual,25.5,1498.0,1498.0,986.0,7708.5,Honda,WR-V
18,Petrol,5,31068,1,Automatic,19.12,1373.0,1373.0,911.0,9787.5,Maruti,Ciaz
18,Petrol,5,38311,1,Manual,21.4,1197.0,1197.0,831.0,8005.5,Maruti,Baleno
20,Petrol,5,31068,1,Automatic,18.0,1497.0,1497.0,1173.0,8775.0,Honda,City
17,Petrol,5,41631,1,Manual,20.73,1373.0,1373.0,911.0,8437.5,Maruti,Ciaz
16,Petrol,5,65211,1,Manual,18.6,1197.0,1197.0,8183.0,6223.5,Hyundai,i20
17,Petrol,5,12427,1,Automatic,9.43,1999.0,1999.0,2374.0,70200.0,Jaguar,XJ
20,Petrol,5,6213,1,Manual,17.0,1497.0,1497.0,11342.0,20533.5,Kia,Seltos
14,Diesel,5,95691,2,Automatic,11.74,2987.0,2987.0,2548.0,23625.0,Mercedes-Benz,M-Class
16,Petrol,5,28583,1,Automatic,19.16,2494.0,2494.0,1577.0,27675.0,Toyota,Camry
15,Petrol,5,55923,1,Manual,1497.0,1173.0,1173.0,145.0,7627.500000000001,Honda,City
20,Diesel,5,24233,2,Automatic,20.38,1968.0,1968.0,143.0,30375.0,Audi,A3
17,Petrol,5,40219,1,Automatic,13.0,1591.0,1591.0,1213.0,13324.499999999998,Hyundai,Creta
18,Diesel,5,40389,1,Manual,21.19,1396.0,1396.0,8873.0,8775.0,Hyundai,i20
13,Petrol,5,27735,2,Manual,19.4,1198.0,1198.0,868.0,3550.5,Honda,Brio
15,Diesel,7,62137,2,Automatic,12.55,2982.0,2982.0,1685.0,20925.0,Toyota,Fortuner
21,Diesel,5,14674,1,Automatic,12.6,1950.0,1950.0,194.0,59265.0,Mercedes-Benz,C-Class
14,Petrol,5,66910,1,Manual,19.1,1197.0,1197.0,82.0,4576.5,Hyundai,Xcent
22,Petrol,5,5903,1,Automatic,1991.0,30173.0,30173.0,400.0,76275.0,Mercedes-Benz,AMG
19,Petrol,7,29515,1,Automatic,12.81,1997.0,1997.0,23736.0,58050.0,Land,Rover
11,Petrol,5,63326,2,Manual,16.47,1198.0,1198.0,739.0,3496.5,Volkswagen,Polo
23,Petrol,5,385,1,Manual,1197.0,8180.0,8180.0,1138.0,8977.5,Hyundai,Grand
19,Petrol,5,28276,1,Manual,21.01,1197.0,1197.0,8180.0,8761.5,Maruti,Baleno
15,Diesel,4,36039,1,Automatic,16.77,2967.0,2967.0,24674.0,40162.5,Audi,A8
22,Diesel,5,4349,1,Automatic,2925.0,28161.0,28161.0,600.0,2092.5,Mercedes-Benz,S-Class
15,Petrol,5,46040,2,Automatic,16.5,1499.0,1499.0,110.0,7249.5,Ford,Ecosport
22,Petrol,5,5250,1,Automatic,19.0,5.0,5.0,,97065.00000000001,BMW,X3
18,Petrol,4,24854,1,Automatic,7.81,4663.0,4663.0,459.0,1471.5,Mercedes-Benz,S-Class
10,Petrol,5,48270,2,Manual,796.0,463.0,463.0,62.0,2079.0,Maruti,Alto
22,Petrol,5,14229,1,Automatic,13.47,1984.0,1984.0,24559.0,73980.0,Audi,Q5
20,Diesel,5,6213,1,Automatic,147.51,320.0,320.0,17.0,56700.0,Mercedes-Benz,A-Class
22,Diesel,7,11806,2,Automatic,2925.0,3260000000000.0,3260000000000.0,700.0,1552.4999999999998,Mercedes-Benz,GLS
14,Petrol,5,46507,2,Manual,18.9,1197.0,1197.0,82.0,4185.0,Hyundai,Grand
22,Petrol,5,2796,1,Manual,22.35,1197.0,1197.0,8850.0,10192.5,Toyota,Glanza
12,Petrol,5,60721,3,Manual,18.5,1197.0,1197.0,805200.0,3064.5,Hyundai,i20
23,Petrol,5,5592,1,Automatic,12.1,1998.0,1998.0,26530.0,94500.0,Jeep,Wrangler
20,Petrol,5,11806,1,Automatic,8.9,2999.0,2999.0,435.0,106636.5,Mercedes-Benz,AMG
15,Petrol,5,49512,1,Automatic,18.0,1497.0,1497.0,1173.0,8572.5,Honda,City
22,Petrol,5,16155,1,Automatic,22.61,1197.0,1197.0,8850.0,10732.5,Maruti,Swift
16,Diesel,5,43495,2,Automatic,20.68,1995.0,1995.0,188.0,20925.0,BMW,X1
19,Petrol,5,53152,1,Automatic,16.5,1353.0,1353.0,13808.0,18711.0,Kia,Seltos
20,Petrol,5,6213,1,Manual,1197.0,12873.0,12873.0,230.0,15794.999999999998,Mahindra,XUV300
19,Petrol,5,31174,1,Manual,21.01,1197.0,1197.0,8180.0,9274.5,Maruti,Baleno
20,Diesel,7,27340,1,Automatic,13.38,2993.0,2993.0,26150.0,132975.0,BMW,X7
22,Diesel,5,2485,1,Automatic,12.6,1950.0,1950.0,194.0,76612.5,Mercedes-Benz,C-Class
15,Petrol,5,23092,2,Manual,998.0,671.0,671.0,90.0,4293.0,Maruti,Wagon
22,Petrol,5,13050,1,Automatic,1451.0,141.0,141.0,250.0,25312.5,MG,Hector
18,Diesel,5,30447,1,Automatic,16.55,1995.0,1995.0,1877.0,52650.0,BMW,X3
11,Petrol,5,55337,2,Automatic,16.98,998.0,998.0,661.0,3050.9999999999995,Maruti,A-Star
21,Petrol,5,7456,1,Automatic,11.9,1950.0,1950.0,20115.0,60075.0,Mercedes-Benz,C-Class
22,Petrol,5,6835,1,Automatic,18.76,1462.0,1462.0,10326.0,13486.5,Maruti,Vitara
22,Diesel,7,11806,2,Automatic,2925.0,3260000000000.0,3260000000000.0,700.0,1552.4999999999998,Mercedes-Benz,GLS
14,Petrol,5,46507,2,Manual,18.9,1197.0,1197.0,82.0,4185.0,Hyundai,Grand
22,Petrol,5,2796,1,Manual,22.35,1197.0,1197.0,8850.0,10192.5,Toyota,Glanza
12,Petrol,5,60721,3,Manual,18.5,1197.0,1197.0,805200.0,3064.5,Hyundai,i20
23,Petrol,5,5592,1,Automatic,12.1,1998.0,1998.0,26530.0,94500.0,Jeep,Wrangler
20,Petrol,5,11806,1,Automatic,8.9,2999.0,2999.0,435.0,106636.5,Mercedes-Benz,AMG
15,Petrol,5,49512,1,Automatic,18.0,1497.0,1497.0,1173.0,8572.5,Honda,City
22,Petrol,5,16155,1,Automatic,22.61,1197.0,1197.0,8850.0,10732.5,Maruti,Swift
16,Diesel,5,43495,2,Automatic,20.68,1995.0,1995.0,188.0,20925.0,BMW,X1
19,Petrol,5,53152,1,Automatic,16.5,1353.0,1353.0,13808.0,18711.0,Kia,Seltos
20,Petrol,5,6213,1,Manual,1197.0,12873.0,12873.0,230.0,15794.999999999998,Mahindra,XUV300
19,Petrol,5,31174,1,Manual,21.01,1197.0,1197.0,8180.0,9274.5,Maruti,Baleno
20,Diesel,7,27340,1,Automatic,13.38,2993.0,2993.0,26150.0,132975.0,BMW,X7
22,Diesel,5,2485,1,Automatic,12.6,1950.0,1950.0,194.0,76612.5,Mercedes-Benz,C-Class
15,Petrol,5,23092,2,Manual,998.0,671.0,671.0,90.0,4293.0,Maruti,Wagon
22,Petrol,5,13050,1,Automatic,1451.0,141.0,141.0,250.0,25312.5,MG,Hector
18,Diesel,5,30447,1,Automatic,16.55,1995.0,1995.0,1877.0,52650.0,BMW,X3
11,Petrol,5,55337,2,Automatic,16.98,998.0,998.0,661.0,3050.9999999999995,Maruti,A-Star
21,Petrol,5,7456,1,Automatic,11.9,1950.0,1950.0,20115.0,60075.0,Mercedes-Benz,C-Class
22,Petrol,5,6835,1,Automatic,18.76,1462.0,1462.0,10326.0,13486.5,Maruti,Vitara
16,Petrol,5,45168,1,Manual,17.8,1497.0,1497.0,1173.0,9247.5,Honda,City
16,Petrol,5,29492,2,Automatic,15.63,1499.0,1499.0,1104.0,8545.5,Ford,Ecosport
22,Petrol,5,4754,1,Automatic,12.74,1991.0,1991.0,197.0,82350.0,Mercedes-Benz,GLC
14,Petrol,5,43090,1,Manual,17.8,1497.0,1497.0,1173.0,8356.5,Honda,City
16,Diesel,5,24854,1,Automatic,14.47,2993.0,2993.0,30173.0,43875.0,Jaguar,XJ
20,Petrol,5,11184,1,Automatic,15.8,1997.0,1997.0,247.0,108000.0,Land,Rover
11,Petrol,5,32131,1,Manual,,,,,3348.0,Toyota,Etios
20,CNG,5,24854,2,Manual,11.88,1086.0,1086.0,621.0,2835.0,Hyundai,Santro
16,Diesel,7,52195,1,Automatic,11.0,2987.0,2987.0,258.0,62383.5,Mercedes-Benz,GLS
13,Petrol,5,38780,1,Manual,998.0,671.0,671.0,90.0,3915.0,Maruti,Wagon
22,Petrol,5,14111,1,Manual,19.89,1462.0,1462.0,10165.0,15322.5,Maruti,Brezza
14,Petrol,5,56281,1,Manual,18.9,1197.0,1197.0,82.0,4549.5,Hyundai,Grand
18,Diesel,5,27340,1,Automatic,17.0,2987.0,2987.0,2548.0,59400.0,Mercedes-Benz,E-Class
17,Petrol,5,30447,1,Manual,1197.0,8180.0,8180.0,113.0,5737.5,Maruti,Swift
20,Petrol,5,25276,1,Manual,18.27,998.0,998.0,11835.0,12474.0,Hyundai,Venue
12,Petrol,5,19883,1,Manual,998.0,6704.0,6704.0,90.0,2970.0000000000005,Maruti,Wagon
20,Petrol,7,17087,1,Manual,19.01,1462.0,1462.0,10326.0,14175.0,Maruti,Ertiga
18,Petrol,5,57501,1,Manual,18.6,1197.0,1197.0,8183.0,7128.0,Hyundai,i20
21,Petrol,5,13048,1,Automatic,15.3,1998.0,1998.0,25479.0,64800.0,BMW,3
20,Petrol,5,3728,1,Manual,21.4,1197.0,1197.0,831.0,9382.5,Maruti,Baleno
16,Petrol,5,45168,1,Manual,17.8,1497.0,1497.0,1173.0,9247.5,Honda,City
16,Petrol,5,29492,2,Automatic,15.63,1499.0,1499.0,1104.0,8545.5,Ford,Ecosport
22,Petrol,5,4754,1,Automatic,12.74,1991.0,1991.0,197.0,82350.0,Mercedes-Benz,GLC
14,Petrol,5,43090,1,Manual,17.8,1497.0,1497.0,1173.0,8356.5,Honda,City
16,Diesel,5,24854,1,Automatic,14.47,2993.0,2993.0,30173.0,43875.0,Jaguar,XJ
20,Petrol,5,11184,1,Automatic,15.8,1997.0,1997.0,247.0,108000.0,Land,Rover
11,Petrol,5,32131,1,Manual,,,,,3348.0,Toyota,Etios
20,CNG,5,24854,2,Manual,11.88,1086.0,1086.0,621.0,2835.0,Hyundai,Santro
16,Diesel,7,52195,1,Automatic,11.0,2987.0,2987.0,258.0,62383.5,Mercedes-Benz,GLS
13,Petrol,5,38780,1,Manual,998.0,671.0,671.0,90.0,3915.0,Maruti,Wagon
22,Petrol,5,14111,1,Manual,19.89,1462.0,1462.0,10165.0,15322.5,Maruti,Brezza
14,Petrol,5,56281,1,Manual,18.9,1197.0,1197.0,82.0,4549.5,Hyundai,Grand
